Frame #: 3, Time: 64.0, Tracker ID: 1, Class: spoon,  Coordinates: (387, 568, 644, 629), Centroids: (709.0, 882.5)
Frame #: 369, Time: 12352.033333333335, Tracker ID: 2, Class: person,  Coordinates: (461, 0, 1288, 719), Centroids: (1105.0, 359.5)
Frame #: 369, Time: 12352.033333333335, Tracker ID: 16, Class: knife,  Coordinates: (336, 531, 680, 703), Centroids: (676.0, 882.5)
Frame #: 369, Time: 12352.033333333335, Tracker ID: 28, Class: knife,  Coordinates: (200, 565, 500, 691), Centroids: (450.0, 910.5)
Frame #: 370, Time: 12400.233333333334, Tracker ID: 2, Class: person,  Coordinates: (462, 0, 1288, 719), Centroids: (1106.0, 359.5)
Frame #: 370, Time: 12400.233333333334, Tracker ID: 2, Class: person,  Coordinates: (462, 0, 1288, 719), Centroids: (1106.0, 359.5)
Frame #: 370, Time: 12400.233333333334, Tracker ID: 16, Class: knife,  Coordinates: (324, 529, 691, 714), Centroids: (669.5, 886.0)
Frame #: 370, Time: 12400.233333333334, Tracker ID: 2, Class: person,  Coordinates: (462, 0, 1288, 719), Centroids: (1106.0, 359.5)
Frame #: 370, Time: 12400.233333333334, Tracker ID: 16, Class: knife,  Coordinates: (324, 529, 691, 714), Centroids: (669.5, 886.0)
Frame #: 370, Time: 12400.233333333334, Tracker ID: 28, Class: knife,  Coordinates: (198, 565, 499, 691), Centroids: (447.5, 910.5)
Frame #: 371, Time: 12432.1, Tracker ID: 2, Class: person,  Coordinates: (464, 0, 1288, 719), Centroids: (1108.0, 359.5)
Frame #: 371, Time: 12432.1, Tracker ID: 2, Class: person,  Coordinates: (464, 0, 1288, 719), Centroids: (1108.0, 359.5)
Frame #: 371, Time: 12432.1, Tracker ID: 16, Class: knife,  Coordinates: (324, 527, 697, 718), Centroids: (672.5, 886.0)
Frame #: 371, Time: 12432.1, Tracker ID: 2, Class: person,  Coordinates: (464, 0, 1288, 719), Centroids: (1108.0, 359.5)
Frame #: 371, Time: 12432.1, Tracker ID: 16, Class: knife,  Coordinates: (324, 527, 697, 718), Centroids: (672.5, 886.0)
Frame #: 371, Time: 12432.1, Tracker ID: 28, Class: knife,  Coordinates: (200, 564, 495, 688), Centroids: (447.5, 908.0)
Frame #: 372, Time: 12464.0, Tracker ID: 2, Class: person,  Coordinates: (465, 0, 1286, 718), Centroids: (1108.0, 359.0)
Frame #: 372, Time: 12464.0, Tracker ID: 2, Class: person,  Coordinates: (465, 0, 1286, 718), Centroids: (1108.0, 359.0)
Frame #: 372, Time: 12464.0, Tracker ID: 16, Class: knife,  Coordinates: (327, 526, 700, 718), Centroids: (677.0, 885.0)
Frame #: 372, Time: 12464.0, Tracker ID: 2, Class: person,  Coordinates: (465, 0, 1286, 718), Centroids: (1108.0, 359.0)
Frame #: 372, Time: 12464.0, Tracker ID: 16, Class: knife,  Coordinates: (327, 526, 700, 718), Centroids: (677.0, 885.0)
Frame #: 372, Time: 12464.0, Tracker ID: 28, Class: knife,  Coordinates: (196, 563, 498, 692), Centroids: (445.0, 909.0)
Frame #: 373, Time: 12496.066666666668, Tracker ID: 2, Class: person,  Coordinates: (465, 0, 1286, 718), Centroids: (1108.0, 359.0)
Frame #: 373, Time: 12496.066666666668, Tracker ID: 2, Class: person,  Coordinates: (465, 0, 1286, 718), Centroids: (1108.0, 359.0)
Frame #: 373, Time: 12496.066666666668, Tracker ID: 16, Class: knife,  Coordinates: (335, 526, 699, 714), Centroids: (684.5, 883.0)
Frame #: 373, Time: 12496.066666666668, Tracker ID: 2, Class: person,  Coordinates: (465, 0, 1286, 718), Centroids: (1108.0, 359.0)
Frame #: 373, Time: 12496.066666666668, Tracker ID: 16, Class: knife,  Coordinates: (335, 526, 699, 714), Centroids: (684.5, 883.0)
Frame #: 373, Time: 12496.066666666668, Tracker ID: 28, Class: knife,  Coordinates: (197, 563, 498, 692), Centroids: (446.0, 909.0)
Frame #: 374, Time: 12528.166666666668, Tracker ID: 2, Class: person,  Coordinates: (466, 0, 1286, 719), Centroids: (1109.0, 359.5)
Frame #: 374, Time: 12528.166666666668, Tracker ID: 2, Class: person,  Coordinates: (466, 0, 1286, 719), Centroids: (1109.0, 359.5)
Frame #: 374, Time: 12528.166666666668, Tracker ID: 16, Class: knife,  Coordinates: (344, 527, 699, 711), Centroids: (693.5, 882.5)
Frame #: 374, Time: 12528.166666666668, Tracker ID: 2, Class: person,  Coordinates: (466, 0, 1286, 719), Centroids: (1109.0, 359.5)
Frame #: 374, Time: 12528.166666666668, Tracker ID: 16, Class: knife,  Coordinates: (344, 527, 699, 711), Centroids: (693.5, 882.5)
Frame #: 374, Time: 12528.166666666668, Tracker ID: 28, Class: knife,  Coordinates: (198, 562, 497, 692), Centroids: (446.5, 908.0)
Frame #: 374, Time: 12528.166666666668, Tracker ID: 2, Class: person,  Coordinates: (466, 0, 1286, 719), Centroids: (1109.0, 359.5)
Frame #: 374, Time: 12528.166666666668, Tracker ID: 16, Class: knife,  Coordinates: (344, 527, 699, 711), Centroids: (693.5, 882.5)
Frame #: 374, Time: 12528.166666666668, Tracker ID: 28, Class: knife,  Coordinates: (198, 562, 497, 692), Centroids: (446.5, 908.0)
Frame #: 374, Time: 12528.166666666668, Tracker ID: 43, Class: knife,  Coordinates: (362, 527, 683, 714), Centroids: (703.5, 884.0)
Frame #: 375, Time: 12560.2, Tracker ID: 2, Class: person,  Coordinates: (469, 0, 1287, 719), Centroids: (1112.5, 359.5)
Frame #: 375, Time: 12560.2, Tracker ID: 2, Class: person,  Coordinates: (469, 0, 1287, 719), Centroids: (1112.5, 359.5)
Frame #: 375, Time: 12560.2, Tracker ID: 16, Class: knife,  Coordinates: (344, 527, 700, 712), Centroids: (694.0, 883.0)
Frame #: 375, Time: 12560.2, Tracker ID: 2, Class: person,  Coordinates: (469, 0, 1287, 719), Centroids: (1112.5, 359.5)
Frame #: 375, Time: 12560.2, Tracker ID: 16, Class: knife,  Coordinates: (344, 527, 700, 712), Centroids: (694.0, 883.0)
Frame #: 375, Time: 12560.2, Tracker ID: 28, Class: knife,  Coordinates: (203, 563, 492, 688), Centroids: (449.0, 907.0)
Frame #: 375, Time: 12560.2, Tracker ID: 2, Class: person,  Coordinates: (469, 0, 1287, 719), Centroids: (1112.5, 359.5)
Frame #: 375, Time: 12560.2, Tracker ID: 16, Class: knife,  Coordinates: (344, 527, 700, 712), Centroids: (694.0, 883.0)
Frame #: 375, Time: 12560.2, Tracker ID: 28, Class: knife,  Coordinates: (203, 563, 492, 688), Centroids: (449.0, 907.0)
Frame #: 375, Time: 12560.2, Tracker ID: 43, Class: knife,  Coordinates: (366, 530, 687, 716), Centroids: (709.5, 888.0)
Frame #: 376, Time: 12592.0, Tracker ID: 2, Class: person,  Coordinates: (471, 0, 1285, 717), Centroids: (1113.5, 358.5)
Frame #: 376, Time: 12592.0, Tracker ID: 2, Class: person,  Coordinates: (471, 0, 1285, 717), Centroids: (1113.5, 358.5)
Frame #: 376, Time: 12592.0, Tracker ID: 16, Class: knife,  Coordinates: (350, 527, 700, 710), Centroids: (700.0, 882.0)
Frame #: 376, Time: 12592.0, Tracker ID: 2, Class: person,  Coordinates: (471, 0, 1285, 717), Centroids: (1113.5, 358.5)
Frame #: 376, Time: 12592.0, Tracker ID: 16, Class: knife,  Coordinates: (350, 527, 700, 710), Centroids: (700.0, 882.0)
Frame #: 376, Time: 12592.0, Tracker ID: 28, Class: knife,  Coordinates: (201, 563, 495, 690), Centroids: (448.5, 908.0)
Frame #: 376, Time: 12592.0, Tracker ID: 2, Class: person,  Coordinates: (471, 0, 1285, 717), Centroids: (1113.5, 358.5)
Frame #: 376, Time: 12592.0, Tracker ID: 16, Class: knife,  Coordinates: (350, 527, 700, 710), Centroids: (700.0, 882.0)
Frame #: 376, Time: 12592.0, Tracker ID: 28, Class: knife,  Coordinates: (201, 563, 495, 690), Centroids: (448.5, 908.0)
Frame #: 376, Time: 12592.0, Tracker ID: 43, Class: knife,  Coordinates: (365, 531, 689, 719), Centroids: (709.5, 890.5)
Frame #: 377, Time: 12624.0, Tracker ID: 2, Class: person,  Coordinates: (471, 0, 1285, 719), Centroids: (1113.5, 359.5)
Frame #: 377, Time: 12624.0, Tracker ID: 2, Class: person,  Coordinates: (471, 0, 1285, 719), Centroids: (1113.5, 359.5)
Frame #: 377, Time: 12624.0, Tracker ID: 16, Class: knife,  Coordinates: (356, 534, 705, 717), Centroids: (708.5, 892.5)
Frame #: 377, Time: 12624.0, Tracker ID: 2, Class: person,  Coordinates: (471, 0, 1285, 719), Centroids: (1113.5, 359.5)
Frame #: 377, Time: 12624.0, Tracker ID: 16, Class: knife,  Coordinates: (356, 534, 705, 717), Centroids: (708.5, 892.5)
Frame #: 377, Time: 12624.0, Tracker ID: 28, Class: knife,  Coordinates: (200, 563, 496, 692), Centroids: (448.0, 909.0)
Frame #: 377, Time: 12624.0, Tracker ID: 2, Class: person,  Coordinates: (471, 0, 1285, 719), Centroids: (1113.5, 359.5)
Frame #: 377, Time: 12624.0, Tracker ID: 16, Class: knife,  Coordinates: (356, 534, 705, 717), Centroids: (708.5, 892.5)
Frame #: 377, Time: 12624.0, Tracker ID: 28, Class: knife,  Coordinates: (200, 563, 496, 692), Centroids: (448.0, 909.0)
Frame #: 377, Time: 12624.0, Tracker ID: 43, Class: knife,  Coordinates: (372, 536, 691, 720), Centroids: (717.5, 896.0)
Frame #: 378, Time: 12656.133333333335, Tracker ID: 2, Class: person,  Coordinates: (468, 1, 1280, 717), Centroids: (1108.0, 359.5)
Frame #: 378, Time: 12656.133333333335, Tracker ID: 2, Class: person,  Coordinates: (468, 1, 1280, 717), Centroids: (1108.0, 359.5)
Frame #: 378, Time: 12656.133333333335, Tracker ID: 16, Class: knife,  Coordinates: (357, 535, 706, 718), Centroids: (710.0, 894.0)
Frame #: 378, Time: 12656.133333333335, Tracker ID: 2, Class: person,  Coordinates: (468, 1, 1280, 717), Centroids: (1108.0, 359.5)
Frame #: 378, Time: 12656.133333333335, Tracker ID: 16, Class: knife,  Coordinates: (357, 535, 706, 718), Centroids: (710.0, 894.0)
Frame #: 378, Time: 12656.133333333335, Tracker ID: 28, Class: knife,  Coordinates: (200, 563, 497, 692), Centroids: (448.5, 909.0)
Frame #: 378, Time: 12656.133333333335, Tracker ID: 2, Class: person,  Coordinates: (468, 1, 1280, 717), Centroids: (1108.0, 359.5)
Frame #: 378, Time: 12656.133333333335, Tracker ID: 16, Class: knife,  Coordinates: (357, 535, 706, 718), Centroids: (710.0, 894.0)
Frame #: 378, Time: 12656.133333333335, Tracker ID: 28, Class: knife,  Coordinates: (200, 563, 497, 692), Centroids: (448.5, 909.0)
Frame #: 378, Time: 12656.133333333335, Tracker ID: 43, Class: knife,  Coordinates: (374, 538, 693, 722), Centroids: (720.5, 899.0)
Frame #: 379, Time: 12688.266666666666, Tracker ID: 2, Class: person,  Coordinates: (467, 0, 1279, 716), Centroids: (1106.5, 358.0)
Frame #: 379, Time: 12688.266666666666, Tracker ID: 2, Class: person,  Coordinates: (467, 0, 1279, 716), Centroids: (1106.5, 358.0)
Frame #: 379, Time: 12688.266666666666, Tracker ID: 16, Class: knife,  Coordinates: (376, 551, 702, 719), Centroids: (727.0, 910.5)
Frame #: 379, Time: 12688.266666666666, Tracker ID: 2, Class: person,  Coordinates: (467, 0, 1279, 716), Centroids: (1106.5, 358.0)
Frame #: 379, Time: 12688.266666666666, Tracker ID: 16, Class: knife,  Coordinates: (376, 551, 702, 719), Centroids: (727.0, 910.5)
Frame #: 379, Time: 12688.266666666666, Tracker ID: 28, Class: knife,  Coordinates: (201, 564, 497, 693), Centroids: (449.5, 910.5)
Frame #: 380, Time: 12720.133333333333, Tracker ID: 2, Class: person,  Coordinates: (467, 0, 1279, 714), Centroids: (1106.5, 357.0)
Frame #: 380, Time: 12720.133333333333, Tracker ID: 2, Class: person,  Coordinates: (467, 0, 1279, 714), Centroids: (1106.5, 357.0)
Frame #: 380, Time: 12720.133333333333, Tracker ID: 16, Class: knife,  Coordinates: (387, 564, 698, 720), Centroids: (736.0, 924.0)
Frame #: 380, Time: 12720.133333333333, Tracker ID: 2, Class: person,  Coordinates: (467, 0, 1279, 714), Centroids: (1106.5, 357.0)
Frame #: 380, Time: 12720.133333333333, Tracker ID: 16, Class: knife,  Coordinates: (387, 564, 698, 720), Centroids: (736.0, 924.0)
Frame #: 380, Time: 12720.133333333333, Tracker ID: 28, Class: knife,  Coordinates: (201, 564, 495, 692), Centroids: (448.5, 910.0)
Frame #: 381, Time: 12752.033333333333, Tracker ID: 2, Class: person,  Coordinates: (470, 1, 1280, 714), Centroids: (1110.0, 358.0)
Frame #: 381, Time: 12752.033333333333, Tracker ID: 2, Class: person,  Coordinates: (470, 1, 1280, 714), Centroids: (1110.0, 358.0)
Frame #: 381, Time: 12752.033333333333, Tracker ID: 16, Class: knife,  Coordinates: (385, 565, 701, 720), Centroids: (735.5, 925.0)
Frame #: 381, Time: 12752.033333333333, Tracker ID: 2, Class: person,  Coordinates: (470, 1, 1280, 714), Centroids: (1110.0, 358.0)
Frame #: 381, Time: 12752.033333333333, Tracker ID: 16, Class: knife,  Coordinates: (385, 565, 701, 720), Centroids: (735.5, 925.0)
Frame #: 381, Time: 12752.033333333333, Tracker ID: 28, Class: knife,  Coordinates: (200, 564, 494, 692), Centroids: (447.0, 910.0)
Frame #: 382, Time: 12784.0, Tracker ID: 2, Class: person,  Coordinates: (469, 3, 1277, 714), Centroids: (1107.5, 360.0)
Frame #: 382, Time: 12784.0, Tracker ID: 2, Class: person,  Coordinates: (469, 3, 1277, 714), Centroids: (1107.5, 360.0)
Frame #: 382, Time: 12784.0, Tracker ID: 16, Class: knife,  Coordinates: (383, 564, 704, 720), Centroids: (735.0, 924.0)
Frame #: 382, Time: 12784.0, Tracker ID: 2, Class: person,  Coordinates: (469, 3, 1277, 714), Centroids: (1107.5, 360.0)
Frame #: 382, Time: 12784.0, Tracker ID: 16, Class: knife,  Coordinates: (383, 564, 704, 720), Centroids: (735.0, 924.0)
Frame #: 382, Time: 12784.0, Tracker ID: 28, Class: knife,  Coordinates: (204, 564, 492, 689), Centroids: (450.0, 908.5)
Frame #: 383, Time: 12831.966666666669, Tracker ID: 2, Class: person,  Coordinates: (469, 3, 1278, 714), Centroids: (1108.0, 360.0)
Frame #: 383, Time: 12831.966666666669, Tracker ID: 2, Class: person,  Coordinates: (469, 3, 1278, 714), Centroids: (1108.0, 360.0)
Frame #: 383, Time: 12831.966666666669, Tracker ID: 16, Class: knife,  Coordinates: (375, 559, 708, 720), Centroids: (729.0, 919.0)
Frame #: 383, Time: 12831.966666666669, Tracker ID: 2, Class: person,  Coordinates: (469, 3, 1278, 714), Centroids: (1108.0, 360.0)
Frame #: 383, Time: 12831.966666666669, Tracker ID: 16, Class: knife,  Coordinates: (375, 559, 708, 720), Centroids: (729.0, 919.0)
Frame #: 383, Time: 12831.966666666669, Tracker ID: 28, Class: knife,  Coordinates: (200, 562, 494, 690), Centroids: (447.0, 907.0)
Frame #: 384, Time: 12863.966666666669, Tracker ID: 2, Class: person,  Coordinates: (466, 1, 1280, 717), Centroids: (1106.0, 359.5)
Frame #: 384, Time: 12863.966666666669, Tracker ID: 2, Class: person,  Coordinates: (466, 1, 1280, 717), Centroids: (1106.0, 359.5)
Frame #: 384, Time: 12863.966666666669, Tracker ID: 16, Class: knife,  Coordinates: (366, 553, 713, 720), Centroids: (722.5, 913.0)
Frame #: 384, Time: 12863.966666666669, Tracker ID: 2, Class: person,  Coordinates: (466, 1, 1280, 717), Centroids: (1106.0, 359.5)
Frame #: 384, Time: 12863.966666666669, Tracker ID: 16, Class: knife,  Coordinates: (366, 553, 713, 720), Centroids: (722.5, 913.0)
Frame #: 384, Time: 12863.966666666669, Tracker ID: 28, Class: knife,  Coordinates: (199, 562, 494, 691), Centroids: (446.0, 907.5)
Frame #: 385, Time: 12896.033333333333, Tracker ID: 2, Class: person,  Coordinates: (465, 1, 1278, 716), Centroids: (1104.0, 359.0)
Frame #: 385, Time: 12896.033333333333, Tracker ID: 2, Class: person,  Coordinates: (465, 1, 1278, 716), Centroids: (1104.0, 359.0)
Frame #: 385, Time: 12896.033333333333, Tracker ID: 16, Class: knife,  Coordinates: (353, 539, 717, 717), Centroids: (711.5, 897.5)
Frame #: 385, Time: 12896.033333333333, Tracker ID: 2, Class: person,  Coordinates: (465, 1, 1278, 716), Centroids: (1104.0, 359.0)
Frame #: 385, Time: 12896.033333333333, Tracker ID: 16, Class: knife,  Coordinates: (353, 539, 717, 717), Centroids: (711.5, 897.5)
Frame #: 385, Time: 12896.033333333333, Tracker ID: 28, Class: knife,  Coordinates: (198, 562, 492, 691), Centroids: (444.0, 907.5)
Frame #: 386, Time: 12928.166666666668, Tracker ID: 2, Class: person,  Coordinates: (465, 0, 1280, 716), Centroids: (1105.0, 358.0)
Frame #: 386, Time: 12928.166666666668, Tracker ID: 2, Class: person,  Coordinates: (465, 0, 1280, 716), Centroids: (1105.0, 358.0)
Frame #: 386, Time: 12928.166666666668, Tracker ID: 16, Class: knife,  Coordinates: (345, 532, 720, 716), Centroids: (705.0, 890.0)
Frame #: 386, Time: 12928.166666666668, Tracker ID: 2, Class: person,  Coordinates: (465, 0, 1280, 716), Centroids: (1105.0, 358.0)
Frame #: 386, Time: 12928.166666666668, Tracker ID: 16, Class: knife,  Coordinates: (345, 532, 720, 716), Centroids: (705.0, 890.0)
Frame #: 386, Time: 12928.166666666668, Tracker ID: 28, Class: knife,  Coordinates: (199, 563, 491, 691), Centroids: (444.5, 908.5)
Frame #: 387, Time: 12960.2, Tracker ID: 2, Class: person,  Coordinates: (466, 0, 1281, 716), Centroids: (1106.5, 358.0)
Frame #: 387, Time: 12960.2, Tracker ID: 2, Class: person,  Coordinates: (466, 0, 1281, 716), Centroids: (1106.5, 358.0)
Frame #: 387, Time: 12960.2, Tracker ID: 16, Class: knife,  Coordinates: (345, 530, 719, 715), Centroids: (704.5, 887.5)
Frame #: 387, Time: 12960.2, Tracker ID: 2, Class: person,  Coordinates: (466, 0, 1281, 716), Centroids: (1106.5, 358.0)
Frame #: 387, Time: 12960.2, Tracker ID: 16, Class: knife,  Coordinates: (345, 530, 719, 715), Centroids: (704.5, 887.5)
Frame #: 387, Time: 12960.2, Tracker ID: 28, Class: knife,  Coordinates: (198, 562, 492, 692), Centroids: (444.0, 908.0)
Frame #: 388, Time: 12992.033333333333, Tracker ID: 2, Class: person,  Coordinates: (465, 0, 1281, 718), Centroids: (1105.5, 359.0)
Frame #: 388, Time: 12992.033333333333, Tracker ID: 2, Class: person,  Coordinates: (465, 0, 1281, 718), Centroids: (1105.5, 359.0)
Frame #: 388, Time: 12992.033333333333, Tracker ID: 16, Class: knife,  Coordinates: (348, 532, 717, 715), Centroids: (706.5, 889.5)
Frame #: 388, Time: 12992.033333333333, Tracker ID: 2, Class: person,  Coordinates: (465, 0, 1281, 718), Centroids: (1105.5, 359.0)
Frame #: 388, Time: 12992.033333333333, Tracker ID: 16, Class: knife,  Coordinates: (348, 532, 717, 715), Centroids: (706.5, 889.5)
Frame #: 388, Time: 12992.033333333333, Tracker ID: 28, Class: knife,  Coordinates: (201, 563, 492, 692), Centroids: (447.0, 909.0)
Frame #: 389, Time: 13024.066666666668, Tracker ID: 2, Class: person,  Coordinates: (465, 0, 1281, 719), Centroids: (1105.5, 359.5)
Frame #: 389, Time: 13024.066666666668, Tracker ID: 2, Class: person,  Coordinates: (465, 0, 1281, 719), Centroids: (1105.5, 359.5)
Frame #: 389, Time: 13024.066666666668, Tracker ID: 16, Class: knife,  Coordinates: (345, 528, 705, 708), Centroids: (697.5, 882.0)
Frame #: 389, Time: 13024.066666666668, Tracker ID: 2, Class: person,  Coordinates: (465, 0, 1281, 719), Centroids: (1105.5, 359.5)
Frame #: 389, Time: 13024.066666666668, Tracker ID: 16, Class: knife,  Coordinates: (345, 528, 705, 708), Centroids: (697.5, 882.0)
Frame #: 389, Time: 13024.066666666668, Tracker ID: 28, Class: knife,  Coordinates: (203, 563, 492, 691), Centroids: (449.0, 908.5)
Frame #: 389, Time: 13024.066666666668, Tracker ID: 2, Class: person,  Coordinates: (465, 0, 1281, 719), Centroids: (1105.5, 359.5)
Frame #: 389, Time: 13024.066666666668, Tracker ID: 16, Class: knife,  Coordinates: (345, 528, 705, 708), Centroids: (697.5, 882.0)
Frame #: 389, Time: 13024.066666666668, Tracker ID: 28, Class: knife,  Coordinates: (203, 563, 492, 691), Centroids: (449.0, 908.5)
Frame #: 389, Time: 13024.066666666668, Tracker ID: 43, Class: knife,  Coordinates: (366, 531, 686, 714), Centroids: (709.0, 888.0)
Frame #: 390, Time: 13056.1, Tracker ID: 2, Class: person,  Coordinates: (458, 0, 1276, 719), Centroids: (1096.0, 359.5)
Frame #: 390, Time: 13056.1, Tracker ID: 2, Class: person,  Coordinates: (458, 0, 1276, 719), Centroids: (1096.0, 359.5)
Frame #: 390, Time: 13056.1, Tracker ID: 16, Class: knife,  Coordinates: (348, 527, 698, 703), Centroids: (697.0, 878.5)
Frame #: 390, Time: 13056.1, Tracker ID: 2, Class: person,  Coordinates: (458, 0, 1276, 719), Centroids: (1096.0, 359.5)
Frame #: 390, Time: 13056.1, Tracker ID: 16, Class: knife,  Coordinates: (348, 527, 698, 703), Centroids: (697.0, 878.5)
Frame #: 390, Time: 13056.1, Tracker ID: 28, Class: knife,  Coordinates: (206, 563, 488, 687), Centroids: (450.0, 906.5)
Frame #: 390, Time: 13056.1, Tracker ID: 2, Class: person,  Coordinates: (458, 0, 1276, 719), Centroids: (1096.0, 359.5)
Frame #: 390, Time: 13056.1, Tracker ID: 16, Class: knife,  Coordinates: (348, 527, 698, 703), Centroids: (697.0, 878.5)
Frame #: 390, Time: 13056.1, Tracker ID: 28, Class: knife,  Coordinates: (206, 563, 488, 687), Centroids: (450.0, 906.5)
Frame #: 390, Time: 13056.1, Tracker ID: 43, Class: knife,  Coordinates: (366, 531, 686, 714), Centroids: (709.0, 888.0)
Frame #: 391, Time: 13088.166666666668, Tracker ID: 2, Class: person,  Coordinates: (452, 0, 1272, 720), Centroids: (1088.0, 360.0)
Frame #: 391, Time: 13088.166666666668, Tracker ID: 2, Class: person,  Coordinates: (452, 0, 1272, 720), Centroids: (1088.0, 360.0)
Frame #: 391, Time: 13088.166666666668, Tracker ID: 16, Class: knife,  Coordinates: (352, 535, 700, 709), Centroids: (702.0, 889.5)
Frame #: 391, Time: 13088.166666666668, Tracker ID: 2, Class: person,  Coordinates: (452, 0, 1272, 720), Centroids: (1088.0, 360.0)
Frame #: 391, Time: 13088.166666666668, Tracker ID: 16, Class: knife,  Coordinates: (352, 535, 700, 709), Centroids: (702.0, 889.5)
Frame #: 391, Time: 13088.166666666668, Tracker ID: 28, Class: knife,  Coordinates: (206, 564, 491, 689), Centroids: (451.5, 908.5)
Frame #: 392, Time: 13120.1, Tracker ID: 2, Class: person,  Coordinates: (446, 0, 1269, 720), Centroids: (1080.5, 360.0)
Frame #: 392, Time: 13120.1, Tracker ID: 2, Class: person,  Coordinates: (446, 0, 1269, 720), Centroids: (1080.5, 360.0)
Frame #: 392, Time: 13120.1, Tracker ID: 16, Class: knife,  Coordinates: (355, 537, 697, 709), Centroids: (703.5, 891.5)
Frame #: 392, Time: 13120.1, Tracker ID: 2, Class: person,  Coordinates: (446, 0, 1269, 720), Centroids: (1080.5, 360.0)
Frame #: 392, Time: 13120.1, Tracker ID: 16, Class: knife,  Coordinates: (355, 537, 697, 709), Centroids: (703.5, 891.5)
Frame #: 392, Time: 13120.1, Tracker ID: 28, Class: knife,  Coordinates: (206, 564, 492, 690), Centroids: (452.0, 909.0)
Frame #: 392, Time: 13120.1, Tracker ID: 2, Class: person,  Coordinates: (446, 0, 1269, 720), Centroids: (1080.5, 360.0)
Frame #: 392, Time: 13120.1, Tracker ID: 16, Class: knife,  Coordinates: (355, 537, 697, 709), Centroids: (703.5, 891.5)
Frame #: 392, Time: 13120.1, Tracker ID: 28, Class: knife,  Coordinates: (206, 564, 492, 690), Centroids: (452.0, 909.0)
Frame #: 392, Time: 13120.1, Tracker ID: 43, Class: knife,  Coordinates: (365, 529, 679, 707), Centroids: (704.5, 882.5)
Frame #: 393, Time: 13152.133333333333, Tracker ID: 2, Class: person,  Coordinates: (440, 0, 1266, 720), Centroids: (1073.0, 360.0)
Frame #: 393, Time: 13152.133333333333, Tracker ID: 2, Class: person,  Coordinates: (440, 0, 1266, 720), Centroids: (1073.0, 360.0)
Frame #: 393, Time: 13152.133333333333, Tracker ID: 16, Class: knife,  Coordinates: (354, 537, 696, 709), Centroids: (702.0, 891.5)
Frame #: 393, Time: 13152.133333333333, Tracker ID: 2, Class: person,  Coordinates: (440, 0, 1266, 720), Centroids: (1073.0, 360.0)
Frame #: 393, Time: 13152.133333333333, Tracker ID: 16, Class: knife,  Coordinates: (354, 537, 696, 709), Centroids: (702.0, 891.5)
Frame #: 393, Time: 13152.133333333333, Tracker ID: 28, Class: knife,  Coordinates: (207, 564, 490, 687), Centroids: (452.0, 907.5)
Frame #: 393, Time: 13152.133333333333, Tracker ID: 2, Class: person,  Coordinates: (440, 0, 1266, 720), Centroids: (1073.0, 360.0)
Frame #: 393, Time: 13152.133333333333, Tracker ID: 16, Class: knife,  Coordinates: (354, 537, 696, 709), Centroids: (702.0, 891.5)
Frame #: 393, Time: 13152.133333333333, Tracker ID: 28, Class: knife,  Coordinates: (207, 564, 490, 687), Centroids: (452.0, 907.5)
Frame #: 393, Time: 13152.133333333333, Tracker ID: 43, Class: knife,  Coordinates: (366, 529, 677, 701), Centroids: (704.5, 879.5)
Frame #: 394, Time: 13184.066666666668, Tracker ID: 2, Class: person,  Coordinates: (435, 0, 1265, 720), Centroids: (1067.5, 360.0)
Frame #: 394, Time: 13184.066666666668, Tracker ID: 2, Class: person,  Coordinates: (435, 0, 1265, 720), Centroids: (1067.5, 360.0)
Frame #: 394, Time: 13184.066666666668, Tracker ID: 28, Class: knife,  Coordinates: (208, 564, 488, 686), Centroids: (452.0, 907.0)
Frame #: 394, Time: 13184.066666666668, Tracker ID: 2, Class: person,  Coordinates: (435, 0, 1265, 720), Centroids: (1067.5, 360.0)
Frame #: 394, Time: 13184.066666666668, Tracker ID: 28, Class: knife,  Coordinates: (208, 564, 488, 686), Centroids: (452.0, 907.0)
Frame #: 394, Time: 13184.066666666668, Tracker ID: 43, Class: knife,  Coordinates: (379, 549, 683, 713), Centroids: (720.5, 905.5)
Frame #: 395, Time: 13231.966666666667, Tracker ID: 2, Class: person,  Coordinates: (436, 0, 1268, 720), Centroids: (1070.0, 360.0)
Frame #: 395, Time: 13231.966666666667, Tracker ID: 2, Class: person,  Coordinates: (436, 0, 1268, 720), Centroids: (1070.0, 360.0)
Frame #: 395, Time: 13231.966666666667, Tracker ID: 28, Class: knife,  Coordinates: (208, 565, 487, 685), Centroids: (451.5, 907.5)
Frame #: 395, Time: 13231.966666666667, Tracker ID: 2, Class: person,  Coordinates: (436, 0, 1268, 720), Centroids: (1070.0, 360.0)
Frame #: 395, Time: 13231.966666666667, Tracker ID: 28, Class: knife,  Coordinates: (208, 565, 487, 685), Centroids: (451.5, 907.5)
Frame #: 395, Time: 13231.966666666667, Tracker ID: 43, Class: knife,  Coordinates: (381, 556, 689, 716), Centroids: (725.5, 914.0)
Frame #: 395, Time: 13231.966666666667, Tracker ID: 2, Class: person,  Coordinates: (436, 0, 1268, 720), Centroids: (1070.0, 360.0)
Frame #: 395, Time: 13231.966666666667, Tracker ID: 28, Class: knife,  Coordinates: (208, 565, 487, 685), Centroids: (451.5, 907.5)
Frame #: 395, Time: 13231.966666666667, Tracker ID: 43, Class: knife,  Coordinates: (381, 556, 689, 716), Centroids: (725.5, 914.0)
